"Word","Meaning","Usage"
"nidus","noun:
1. A nest.
2. A source or the central point, especially of infection where bacteria or other pathogens breed.","“The first permanent building was ... the nidus of the new town and the start of tremendous growth.” Tracy Conrad; Indio’s School Bell to Shine Again as Symbol; The Desert Sun (Palm Springs, California); Sep 18, 2022."
"pelagic","adjective: Relating to or living in the open ocean, far from land.","“Captain Melcott shifted his hands in the rudimentary sign language used by the pelagic mermaids. It was rather different than the much more nuanced one favoured by the coastal merfolk.” Celia Lake; Sailor’s Jewel; Celia Lake; 2021."
"rutilant","adjective: Glowing, shining, or glittering with a red or golden light.","“[Jerome Savary’s] shows are so richly staged and choreographed that each time you blink you miss some stage action, and so musically rutilant that you leave the theater slightly dazed.” Katherine Knorr; A swingin’ Paris of the 40’s; International Herald Tribune (Paris, France); Nov 26, 2003."
"tatterdemalion","adjective: Ragged, tattered.
noun: A person in ragged clothes.","“This country’s tatterdemalion safety net fails to catch so many in the best of times; the number of people it will let through over the coming months is unfathomable.” Thomas Beard; Cut. And Action; Artforum International (New York); Jun 2020."
"bibliophagist","noun: One who loves to read books; a bookworm.","“Birkerts has always been a bibliophagist, from his early days roaming in The Jungle Book and adventuring with the Hardy Boys and James Bond, and he recognizes one of his life’s great fortunes -- to be able to read and write both for pleasure and profit.” Books for the Ages; Kirkus Reviews (Austin, Texas); Nov 15, 2006."
"prosateur","noun: A writer of prose.","“In the end, this increasingly deluded prosateur is writing stories about himself.” Michael Dirda; When a Critic Ventures Into Fiction, the Results Are Unpredictable; The Washington Post; Nov 20, 2005."
"bibliopole","noun: A bookseller, especially of rare works.","“An old London bibliopole ... Heywood Hill has been selling books in Mayfair since 1936, when its catalogue included the first British edition of James Joyce’s Ulysses.” For the Person Who Has Everything... Bespoke Libraries; The Economist (London, UK); Dec 20, 2014."
"peritext","noun: The material surrounding the main text of a book, such as covers, preface, bibliography, colophon, etc.","“An effusively adulatory introduction from feminist scholar Bechdel and a postscript from Fawkes bookend the illustrated portion and offer insights into Brontë’s value as an author and biographical subject, while written descriptions of select source materials function as lengthy citations for the reader who wants to learn more. That’s heavy peritext for such a brief graphic novel.” Adam McConville; Charlotte Brontë before Jane Eyre by Glynnis Fawkes (review); Bulletin of the Center for Children’s Books (Baltimore, Maryland); Oct 2019."
"bibliophobe","noun: A person with a strong aversion to books.","“While the US is governed by a tempestuous bibliophobe who expresses himself with all-caps and exclamation marks, David Johnston is avuncular and studious.” Jonathan Kay; A True Canadian; Johnston Turned Out to Be the Governor General We Needed; National Post (Canada); Jul 22, 2017."
"folkmoot","noun: A general assembly of the people of a town, city, county, etc.","“In cases of dispute the folkmoot decides who is worthiest to succeed.” Patricia Wright; I Am England; Bodley Head; 1987."
"qualm","noun:
1. An uneasy feeling about the rightness of a course of action.
2. A sudden feeling of sickness, faintness, or nausea.","“Justice Samuel Alito, in his majority opinion, had no qualms about focusing his analysis on a period when American women were second class citizens, decades away from winning the right to vote.” History Test; The Economist (London, UK); Aug 20, 2022."
"pastillage","noun: A sugar paste that’s molded into shapes and figures for decorating cakes, etc.","“A wedding cake, covered in a soft ivory fondant, and a series of pale pink camellias, beautifully formed out of pastillage.” Linda W. Yezak; Cat Lady’s Secret; Harbourlight; 2014."
"psalm","noun: A sacred poem or song.
verb intr.: To sing a poem or song.","“I look up at a new commotion, not the usual blackbirds psalming from the unleaved branches.” Maureen Duffy; Environmental Studies; Enitharmon; 2013."
"pointillage","noun: A style of painting in which small dots are applied to the canvas. Also known as pointillism.","“A dog’s footpads are filled with blood vessels, so he bled significantly during the night, at the same time making the beige carpet in Klaus’s spare bedroom into a wall-to-wall pointillage of bloody paw prints.” Brad Steel; Mute; Graphos Books; 2005."
"eunoia","noun:
1. A feeling of goodwill.
2. A state of good mental health.","“But never put away your eunoia -- my conscience says.” Jesús de Rodríguez; She Fears; Lulu; 2018."
"scraunch or scranch","verb tr.: To crunch, crush, or grind.","“Sancho fell to, without invitation, and champed his bits in the dark, as if he had scraunched knotted cords.” Miguel de Cervantes (translation: Thomas Shelton); Don Quixote; 1620."
"limnophilous","adjective: Fond of or living in inland bodies of water such as lakes, pools, etc.","“Limnophilous species can obtain CO₂ in acidic waters and/or from sediments and most lakes worldwide are CO₂ supersaturated.” Donat-P Häder & Kunshan Gao (eds.); Aquatic Ecosystems in a Changing Climate; CRC Press; 2018."
"pharmacopoeia or pharmacopeia","noun:
1. A book listing approved drugs and related information.
2. A stock of drugs.","“Shortly you can read about it in my pharmacopoeia. ... I have enlisted the city’s best physics and barbers to work with me to assemble a book of reliable medicinal treatments. ... I’m on a crusade to wipe out quackery.” Nina Siegal; The Anatomy Lesson; Nan A. Talese; 2014."
"oxygeusia","noun: An acute sense of taste.","“Don’t you see, Watson? If the thief had oxygeusia as he had claimed, he wouldn’t have partaken of so much of that bland corn at the supper. Can you believe it, six bowel movements?” Anu Garg, channeling Arthur Conan Doyle; The Adventure of Slivered Maize; 2022."
"approbation","noun: Approval, praise, commendation, or official sanction.","“Whenever you commend, add your reasons for doing so; it is this which distinguishes the approbation of a man of sense from the flattery of sycophants and admiration of fools.” Richard Steele; The Art of Conversation; The Spectator; 1711."
"promontory","noun:
1. A point of high land projecting into a body of water.
2. A projecting part of the body, for example, of a bone.","“No man is an Island, entire of itself; every man is a piece of the continent, a part of the main; if a clod be washed away by the sea, Europe is the less, as well as if a promontory were, as well as if a manor of thy friends or of thine own were; any man’s death diminishes me, because I am involved in mankind; And therefore never send to know for whom the bell tolls; It tolls for thee.” John Donne; Devotions upon Emergent Occasions; 1624."
"exigency","noun: An urgent need or requirement.","“How happy is the little stone That rambles in the road alone, And doesn’t care about careers, And exigencies never fears; Whose coat of elemental brown A passing universe put on; And independent as the sun, Associates or glows alone, Fulfilling absolute decree In casual simplicity.” Emily Dickinson; Poems by Emily Dickinson: Second Series; Roberts Brothers; 1891."
"construe","verb tr., intr.: To interpret, understand, analyze, or explain.","“But men may construe things after their fashion, clean from the purpose of the things themselves.” William Shakespeare; Julius Caesar; 1623."
"disinterested","adjective:
1. Free of bias or self-interest; impartial.
2. Indifferent or not interested.
3. No longer interested.","“The force which makes for war does not derive its strength from the interested motives of evil men; it derives its strength from the disinterested motives of good men.” Norman Angell; Peace and the Public Mind (Nobel lecture); Jun 12, 1935."
"vardy","noun: Judgment or opinion.","“O! miss, you must give your vardi too!” Jonathan Swift; A complete collection of Genteel and Ingenious Conversation, According to the Most Polite Mode and Method Now Used at Court, and in the Best Companies of England; B. Motte & C. Bathurst; 1738."
"juberous","adjective: Doubtful; undecided; hesitating.","“The most commonly cited justifications are docket pressure and overburdened prosecutors and judges, Goodwin said. I am juberous of these assertions.” Erin Beck; Federal Judge Rejects Drug Plea; Charleston Gazette-Mail (West Virginia); Jun 27, 2017. “Makes me feel a little juberous, though, knowin’ he might be around here somewhere.” Jetta Carleton; The Moonflower Vine; HarperCollins; 2009."
"scrooch","verb intr.: To crouch or huddle.
verb tr.: To squeeze.","“We asked the model to scrooch down so we didn’t see so much of the leggings.” Elizabeth Thomas; Project Child’s Play; The Horn Book Magazine (Boston, Massachusetts); Sep/Oct 2011. “What Kilgore Trout did with that cigar was scrooch it out in the saucer. He scrooched and scrooched and scrooched it, by his own admission to Monica and me, as though it were responsible not only for the yelling of the smoke alarm, but for all the din outside as well.” Kurt Vonnegut; Timequake; Putnam; 1997."
